<ticker>,<date>,<open>,<high>,<low>,<close>,<vol>
BSE,20140226,1386.54,1395.16,1371.69,1377.53,5967294
BSE,20140225,1386.63,1403.07,1384.25,1386.54,10998536
BSE,20140224,1376.19,1387.51,1372.87,1386.63,20182440
BSE,20140223,1365.85,1376.9,1365.85,1376.19,3329431
BSE,20140220,1358.14,1368.36,1358.14,1365.85,12165320
BSE,20140219,1347.28,1258.84,1347.28,1358.14,30682400
BSE,20140218,1332.63,1347.28,1332.63,1347.28,14720761
BSE,20140217,1323.68,1332.63,1319.54,1332.63,17703533
BSE,20140216,1317.94,1323.68,1317.94,1323.68,19013578
BSE,20140213,1314.94,1322.69,1313.88,1317.94,12033263
BSE,20140212,1312.97,1315.46,1312.16,1314.94,17311234
BSE,20140211,1314.43,1315.66,1310.42,1312.97,2921620
BSE,20140210,1311.04,1314.43,1308.15,1314.43,2674797
BSE,20140209,1304.18,1311.04,1302.65,1311.04,2267951
BSE,20140206,1299.96,1304.74,1299.32,1304.18,1148314
BSE,20140205,1289.31,1299.96,1286.79,1299.96,3281486
BSE,20140204,1293.75,1295.5,1286.78,1289.31,3328823
BSE,20140203,1291.17,1295.35,1291.17,1293.75,1007027
BSE,20140202,1294.33,1294.33,1285.28,1291.17,2953946
BSE,20140130,1289.87,1296.17,1289.87,1294.33,21143867
BSE,20140129,1277.78,1291.5,1275.44,1289.87,20097541
BSE,20140128,1271.7,1277.78,1269.82,1277.78,1424811
BSE,20140127,1274.15,1275.17,1271.46,1271.7,2214702
BSE,20140126,1276.98,1276.98,1263.08,1274.15,5460335
BSE,20140123,1279.02,1280.16,1275.86,1276.98,7539456
BSE,20140122,1276.66,1287.05,1273.92,1279.02,7667985
BSE,20140121,1279.96,1284.66,1276.66,1276.66,6269195
BSE,20140120,1268.77,1279.96,1267.36,1279.96,8463170
BSE,20140119,1268.52,1270.93,1266.34,1268.77,4638352
BSE,20140116,1272.87,1272.87,1266.82,1268.52,3553683
BSE,20140115,1269.28,1272.87,1268.17,1272.87,3831327
BSE,20140114,1262.64,1271.22,1262.64,1269.28,7501900
BSE,20140112,1263.41,1263.41,1257.16,1262.64,1554303
BSE,20140109,1262.29,1265.74,1262.29,1263.41,14961305
BSE,20140108,1255.55,1263.8,1255.55,1262.29,6534672
BSE,20140107,1250.03,1257.12,1250.03,1255.55,7876402
BSE,20140106,1248.35,1250.03,1244.67,1250.03,674688
BSE,20140105,1247.98,1250.8,1247.98,1248.35,4027173
BSE,20140102,1248.86,1248.86,1246.23,1247.98,4680677
BSE,20131231,1229.08,1248.86,1229.08,1248.86,10172241
BSE,20131230,1228.07,1230.47,1224.53,1229.08,4661299
BSE,20131229,1222.9,1228.07,1222.9,1228.07,777660
BSE,20131226,1216.99,1222.9,1216.99,1222.9,3456394
BSE,20131225,1206.84,1216.99,1206.84,1216.99,7031950
BSE,20131224,1204.36,1206.84,1203.3,1206.84,5524304
BSE,20131223,1207.49,1207.49,1204.36,1204.36,4043987
BSE,20131222,1206.7,1207.5,1205.07,1206.36,4406632
BSE,20131219,1207.76,1208.3,1204.38,1206.7,9220629
BSE,20131218,1207.49,1207.49,1207.49,1207.76,1221280
BSE,20131215,1206.7,1206.7,1206.7,1207.49,3045502
BSE,20131212,1208.44,1209.52,1206.7,1206.7,3712979
BSE,20131211,1207.66,1208.56,1207.66,1208.44,37187679
BSE,20131210,1206.07,1207.66,1204.24,1207.66,2234382
BSE,20131209,1200.18,1206.07,1199.16,1206.07,2352000
BSE,20131208,1197.52,1200.24,1197.52,1200.18,3060617
BSE,20131205,1196.82,1197.6,1196.07,1197.52,2256104
BSE,20131204,1198.01,1198.01,1195.91,1196.82,1628106
BSE,20131203,1201.92,1201.92,1196.74,1198.01,594987
BSE,20131202,1206.36,1206.36,1201.4,1201.92,5373477
BSE,20131201,1208.55,1208.55,1205.09,1206.36,1738186
BSE,20131128,1197.27,1209.58,1197.27,1208.55,4607932
BSE,20131127,1197.48,1198.51,1193.76,1197.27,3413701
BSE,20131126,1194.43,1201.92,1194.43,1197.48,2921569
BSE,20131125,1198.2,1198.2,1194.43,1194.43,2535845
BSE,20131124,1201.7,1201.7,1195.65,1198.2,3057741
BSE,20131121,1193.17,1201.7,1190.54,1201.7,3382792
BSE,20131120,1199.04,1199.31,1192.28,1193.17,4125213
BSE,20131119,1199.56,1200.86,1198.17,1199.04,4532551
BSE,20131118,1197.81,1199.56,1195.16,1199.56,10527210
BSE,20131117,1204.02,1204.02,1197.81,1197.81,5835753
BSE,20131112,1204.79,1204.79,1199.55,1204.02,36735127
BSE,20131111,1203.34,1204.79,1200.2,1204.79,183271188
BSE,20131110,1206.19,1206.19,1199.35,1203.34,1145863
BSE,20131107,1195.93,1206.19,1192.21,1206.19,3762428
BSE,20131106,1197.76,1197.98,1192.28,1195.93,1396808
BSE,20131105,1201.89,1203.03,1197.76,1197.76,1488110
BSE,20131103,1201.79,1201.89,1201.79,1201.89,418446
BSE,20131031,1198.29,1202.69,1198.29,1201.79,919500
BSE,20131030,1199.37,1199.85,1196.6,1198.29,5211119
BSE,20131029,1198.36,1199.86,1196.83,1199.37,3041083
BSE,20131028,1198.21,1198.63,1197.58,1198.36,1768547
BSE,20131027,1202.88,1204.44,1198.21,1198.21,3494236
