<ticker>,<date>,<open>,<high>,<low>,<close>,<vol>
DFM,20150225,3838.69,3870.37,3837.97,3870.15,241964004
DFM,20150224,3832.19,3846.92,3824.74,3838.69,410104446
DFM,20150223,3840.07,3844.17,3803.62,3832.19,509681341
DFM,20150222,3857.66,3881.39,3834.93,3840.07,271325514
DFM,20150219,3857.53,3858.07,3812.29,3857.66,256637162
DFM,20150218,3869.97,3885.49,3844.82,3857.53,281195678
DFM,20150217,3834.56,3883.54,3834.56,3869.97,317530793
DFM,20150216,3963.28,3983.99,3834.46,3834.56,537916466
DFM,20150215,3903.38,3984.78,3903.38,3963.28,511920551
DFM,20150212,3906.6,3907.61,3877.12,3903.38,179155021
DFM,20150211,3931.16,3937.77,3896.26,3906.6,283545000
DFM,20150210,3941.39,3952.59,3890.14,3931.16,310665819
DFM,20150209,3893.36,3961.08,3889.4,3941.39,426686048
DFM,20150208,3886.53,3929.96,3873.71,3893.36,646737394
DFM,20150205,3849.44,3887.31,3793.78,3886.53,544724058
DFM,20150204,3893.65,3952.26,3848.01,3849.44,749953949
DFM,20150203,3799.18,3898.92,3799.18,3893.65,624087118
DFM,20150202,3840.22,3860.04,3795.07,3799.18,339508477
DFM,20150201,3674.4,3844.27,3674.4,3840.22,439016752
DFM,20150129,3736.3,3741.13,3653.79,3674.4,273662527
DFM,20150128,3720.39,3772.52,3690.03,3736.3,289279367
DFM,20150127,3723.21,3755.18,3628.07,3720.39,506172920
DFM,20150126,3862.25,3862.25,3681.8,3723.21,404077827
DFM,20150125,3882.93,3911.84,3828.93,3862.25,280904739
DFM,20150122,3849.92,3915.47,3847.11,3882.93,310650106
DFM,20150121,3877.77,3901.39,3830.37,3849.92,295118939
DFM,20150120,3893.5,3914.47,3871.21,3877.77,317825794
DFM,20150119,3899.53,3959.66,3878.9,3893.5,857316932
DFM,20150118,3842.6,3917.12,3842.6,3899.53,751090865
DFM,20150115,3814.05,3897.79,3814.05,3842.6,585898193
DFM,20150114,3814.54,3862.11,3790.88,3814.05,557247830
DFM,20150113,3749.37,3814.54,3637.4,3814.54,497706503
DFM,20150112,3774.86,3845.36,3748.05,3749.37,518651529
DFM,20150111,3674.29,3784.29,3653.02,3774.86,370442564
DFM,20150108,3600.33,3739.91,3600.33,3674.29,617275381
DFM,20150107,3450,3603.93,3424.09,3600.33,449461083
DFM,20150106,3565.56,3565.56,3357.96,3450,408712461
DFM,20150105,3689.06,3689.06,3543.32,3565.56,373522410
DFM,20150104,3774,3801.58,3677.59,3689.06,194264581
DFM,20141231,3725.79,3804.52,3692.86,3774,410839887
DFM,20141230,3938.64,3938.64,3661.94,3725.79,625508423
DFM,20141229,3987.14,4008.38,3932.59,3938.64,488210638
DFM,20141228,3886.94,4007.04,3886.94,3987.14,663654787
DFM,20141225,3832.53,3890.33,3785.92,3886.94,624091900
DFM,20141224,3719.44,3837.82,3719.44,3832.53,473238358
DFM,20141223,3851.87,3887.73,3715.33,3719.44,723858339
DFM,20141222,3765.35,3886.38,3719.16,3851.87,784824095
DFM,20141221,3426.7,3805.68,3426.7,3765.35,1139514386
DFM,20141218,3033,3433.37,3033,3426.7,1100468634
DFM,20141217,3083.69,3171.04,2992.53,3033,724946836
DFM,20141216,3325.49,3325.49,3052.66,3083.69,658228255
DFM,20141215,3321.33,3478.85,3318.82,3325.49,578491834
DFM,20141214,3594.95,3594.95,3312.48,3321.33,663878918
DFM,20141211,3882.9,3882.9,3594.92,3594.95,537010110
DFM,20141210,3888.79,3954.05,3834.96,3882.9,534987445
DFM,20141209,4030.79,4030.79,3760.9,3888.79,547758843
DFM,20141208,4170.19,4172.38,4025.84,4030.79,292966899
DFM,20141207,4171.15,4199.65,4123.62,4170.19,152361012
DFM,20141204,4186.11,4261.87,4159.86,4171.15,347886553
DFM,20141201,4281.43,4281.43,4109.13,4186.11,259928942
DFM,20141130,4494.37,4494.37,4192.7,4281.43,554141029
DFM,20141127,4443.34,4494.37,4387.99,4494.37,308045469
DFM,20141126,4557.69,4561.51,4416.77,4443.34,379377568
DFM,20141125,4625.76,4656.96,4557.69,4557.69,433345045
DFM,20141124,4630.13,4643.76,4606.63,4625.76,235721250
DFM,20141123,4563.39,4638.96,4563.39,4630.13,262019291
DFM,20141120,4551.49,4576.1,4521.26,4563.39,219542710
DFM,20141119,4591.91,4631.22,4551.49,4551.49,320600293
DFM,20141118,4527.22,4610.36,4527.22,4591.91,209246733
DFM,20141117,4602.86,4620.08,4522.41,4527.22,303741829
DFM,20141116,4657.29,4698.28,4602.86,4602.86,447177114
